LOINC_NUMBER,COMPONENT,CODE_SYSTEM,CODE_VALUE,AnswerListId,AnswerListName,ANSWER_CODE,SEQUENCE_NO,ANSWER_STRING
21983-2,"Recurrence type",NAACCR_ID,1880,LL144-7,"CR_1880_Cancer recurrance type",59,39,"Distant systemic recurrence of an invasive tumor only"
21983-2,"Recurrence type",NAACCR_ID,1880,LL144-7,"CR_1880_Cancer recurrance type",60,40,"Distant recurrence of an invasive tumor in single distant site and local/trocar/regional recurrence"
21983-2,"Recurrence type",NAACCR_ID,1880,LL144-7,"CR_1880_Cancer recurrance type",62,41,"Distant recurrence of an invasive tumor in multiple sites"
21983-2,"Recurrence type",NAACCR_ID,1880,LL144-7,"CR_1880_Cancer recurrance type",70,42,"Never Disease Free"
21983-2,"Recurrence type",NAACCR_ID,1880,LL144-7,"CR_1880_Cancer recurrance type",88,43,"Recurred, Site Unknown"
21983-2,"Recurrence type",NAACCR_ID,1880,LL144-7,"CR_1880_Cancer recurrance type",99,44,"Unknown if Recurred"
21984-0,"Cause of death",NAACCR_ID,1910,LL147-0,"CR_1910_Cause of death",7777,1,"State death certificate not available"
21984-0,"Cause of death",NAACCR_ID,1910,LL147-0,"CR_1910_Cause of death",7797,2,"State death certificate available but underlying cause of de"
21984-0,"Cause of death",NAACCR_ID,1910,LL147-0,"CR_1910_Cause of death",0000,3,"Patient alive at last contact"
21985-7,"ICD revision number",NAACCR_ID,1920,LL148-8,"CR_1920_ICD revision",0,1,"Patient Alive at Last Follow-up"
21985-7,"ICD revision number",NAACCR_ID,1920,LL148-8,"CR_1920_ICD revision",1,2,"ICD-10 (not yet used in US)"
21985-7,"ICD revision number",NAACCR_ID,1920,LL148-8,"CR_1920_ICD revision",7,3,ICD-7
21985-7,"ICD revision number",NAACCR_ID,1920,LL148-8,"CR_1920_ICD revision",8,4,ICDA-8
21985-7,"ICD revision number",NAACCR_ID,1920,LL148-8,"CR_1920_ICD revision",9,5,ICD-9
21986-5,"Autopsy status",NAACCR_ID,1930,LL149-6,CR_1930_Autopsy,0,1,"N/A - Patient Alive"
21986-5,"Autopsy status",NAACCR_ID,1930,LL149-6,CR_1930_Autopsy,1,2,"Autopsy Performed"
21986-5,"Autopsy status",NAACCR_ID,1930,LL149-6,CR_1930_Autopsy,2,3,"No Autopsy Performed"
21986-5,"Autopsy status",NAACCR_ID,1930,LL149-6,CR_1930_Autopsy,9,4,"Pt Expired, Unknown if Autopsy Performed"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",000,1,"United States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",001,2,"New England and New Jersey"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",002,3,Maine
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",003,4,"New Hampshire"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",004,5,Vermont
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",005,6,Massachusetts
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",006,7,"Rhode Island"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",007,8,Connecticut
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",008,9,"New Jersey"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",010,11,"North Mid-Atlantic States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",011,12,"New York"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",014,13,Pennsylvania
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",017,14,Delaware
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",020,20,"South Mid-Atlantic States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",021,21,Maryland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",022,22,"District of Columbia"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",023,25,Virginia
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",024,26,"West Virginia"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",025,27,"North Carolina"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",026,28,"South Carolina"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",030,30,"Southeastern States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",031,31,Tennessee
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",033,32,Georgia
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",035,33,Florida
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",037,34,Alabama
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",039,35,Mississippi
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",040,36,"North Central States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",041,37,Michigan
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",043,38,Ohio
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",045,39,Indiana
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",047,40,Kentucky
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",050,41,"Northern Midwest States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",051,42,Wisconsin
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",052,43,Minnesota
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",053,44,Iowa
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",054,45,"North Dakota"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",055,46,"South Dakota"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",056,47,Montana
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",060,48,"Central Midwest States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",061,49,Illinois
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",063,50,Missouri
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",065,51,Kansas
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",067,52,Nebraska
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",070,53,"Southern Midwest States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",071,54,Arkansas
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",073,55,Louisiana
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",075,56,Oklahoma
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",077,57,Texas
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",080,58,"Mountain States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",081,59,Idaho
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",082,60,Wyoming
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",083,61,Colorado
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",084,62,Utah
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",085,63,Nevada
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",086,64,"New Mexico"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",087,65,Arizona
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",090,66,"Pacific Coast States"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",091,67,Alaska
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",093,68,Washington
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",095,69,Oregon
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",097,70,California
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",099,71,Hawaii
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",100,72,"Atlantic/Caribbean Area"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",101,73,"Puerto Rico"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",102,74,"US Virgin Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",109,75,"Other Atlantic/Caribbean Area"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",110,76,"Canal Zone"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",120,77,"Pacific Area"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",121,78,"American Samoa"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",122,79,"Kiribati (Canton, Enderbury, Gilbert, S Lines, Phoenix)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",123,80,"Micronesia (Fed States of) (Caroline, Trust Terr of Pacific)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",124,81,"Cook Islands (New Zealand)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",125,82,"Tuvalu (Ellice Islands)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",126,83,Guam
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",127,84,"Johnston Atoll"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",129,85,"Mariana Islands (Trust Territory of Pacific Islands)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",131,86,"Marshall Islands (Trust Territory Pacific Islands)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",132,87,"Midway Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",133,88,"Nampo-Shoto, Southern"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",134,89,"Ryukyu Islands (Japan)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",135,90,"Swan Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",136,91,"Tokelau Islands (New Zealand)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",137,92,"Wake Island"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",139,93,"Palau (Trust Territory of Pacific Islands)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",210,94,Greenland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",220,95,Canada
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",221,96,"Maritime Provinces (New Brunsw, Newfound, Nova Scotia, PE)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",222,97,Quebec
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",223,98,Ontario
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",224,99,"Prairie Provinces (Alberta Manitoba, Saskatchewan)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",225,100,"Northwest Territories, Yukon Territory"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",226,101,"British Columbia"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",230,102,Mexico
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",240,103,"North American Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",241,104,Cuba
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",242,105,Haiti
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",243,106,"Dominican Republic"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",244,107,Jamaica
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",245,108,"Other Caribbean Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",246,109,Bermuda
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",247,110,Bahamas
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",249,111,"St Pierre and Miquelon"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",250,112,"Central America"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",251,113,Guatemala
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",252,114,"Belize (British Honduras)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",253,115,Honduras
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",254,116,"El Salvador"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",255,117,Nicaragua
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",256,118,"Costa Rica"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",257,119,Panama
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",260,120,"North America, NOS"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",265,121,"Latin America, NOS"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",300,122,"South America"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",311,123,Colombia
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",321,124,Venezuela
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",331,125,"Guyana (British Guiana)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",332,126,"Suriname (Dutch Guiana)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",333,127,"French Guiana"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",341,128,Brazil
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",345,129,Ecuador
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",351,130,Peru
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",355,131,Bolivia
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",361,132,Chile
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",365,133,Argentina
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",371,134,Paraguay
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",375,135,Uruguay
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",380,136,"South American Island"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",381,137,"Falkland Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",400,138,"United Kingdom"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",401,139,"England, Channel Islands, Isle of Man"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",402,140,Wales
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",403,141,Scotland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",404,142,"Northern Ireland (Ulster)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",410,143,"Ireland (Eire) (Ireland NOS, Republic of Ireland)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",420,144,Scandinavia
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",421,145,Iceland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",423,146,"Norway (Svalbard, Jan Mayen)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",425,147,"Denmark, Faroe Islands"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",427,148,Sweden
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",429,149,Finland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",430,150,"Germanic Countries"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",431,151,"Germany (East and West)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",432,152,Netherlands
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",433,153,Belgium
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",434,154,Luxembourg
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",435,155,Switzerland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",436,156,Austria
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",437,157,Liechtenstein
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",440,158,"Romance-Language Countries"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",441,159,"France, Corsica, Monaco"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",443,160,"Spain (Canary Islands, Balearic Islands), Andorra"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",445,161,"Portugal (Madeira Islands, Azores, Cape Verde Islands)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",447,162,"Italy (Sardinia, Sicily), San Marino, Vatican City"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",449,163,Romania
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",450,164,"Slavic Countries"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",451,165,Poland
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",452,166,"Czechoslovakia (former)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",453,167,"Yugoslavia (former)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",454,168,Bulgaria
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",455,169,"Russian SFSR (Russia)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",456,170,"Ukraine and Moldavia"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",457,171,"Byelorus (Byelorussian SSR, White Russia)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",458,172,"Estonian SSR (Estonia)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",459,173,"Latvian SSR (Estonia)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",461,174,"Lithuania (Lithuanian SSR)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",463,175,"Baltic Republic(s), NOS (Baltic States, NOS)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",470,176,"Other Mainland Europe"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",471,177,Greece
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",475,178,Hungary
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",481,179,Albania
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",485,180,Gibraltar
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",490,181,"Other Mediterranean Isles"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",491,182,Malta
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",495,183,Cyprus
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",499,184,"Europe, NOS (Central, Eastern, Northern, Southern, Western)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",500,185,"Africa, NOS (Central, Equatorial)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",510,186,"North Africa"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",511,187,Morocco
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",513,188,Algeria
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",515,189,Tunisia
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",517,190,"Libya (Tripoli, Tripolitania, Cyrenaica)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",519,191,"Egypt (United Arab Republic)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",520,192,"Sudanese Countries"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",530,193,"West Africa, NOS (French Africa, NOS)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",531,194,Nigeria
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",539,195,"Other West African Countries"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",540,196,"South Africa, NOS"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",541,197,"Zaire (Congo-Leopoldville, Belgian Congo, Congo/Kinshasa)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",543,198,"Angola (Sao Tome, Principe, Cabinda)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",545,199,"Republic of South Africa"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",547,200,"Zimbabwe (Rhodesia, Southern Rhodesia)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",549,201,"Zambia (Northern Rhodesia)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",551,202,"Malawi (Nyasaland)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",553,203,Mozambique
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",555,204,"Madagascar (Malagasy Republic)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",570,205,"East Africa"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",571,206,"Tanzania (Tanganyika, Zanzibar)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",573,207,Uganda
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",575,208,Kenya
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",577,209,"Rwanda (Ruanda)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",579,210,"Burundi (Urundi)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",580,211,"African Coastal Islands (previously in South Africa, NOS)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",581,212,"Somalia (Somali Republic, Somaliland)"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",583,213,Djibouti
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",585,214,"Ethiopia (Abyssinia), Eritrea"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",600,215,"Asia, NOS"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",610,216,"Near East"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",611,217,Turkey
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",620,218,"Asian and Arab Countries"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",621,219,Syria
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",623,220,Lebanon
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",625,221,"Jordan (Transjordan) and former Arab Palestine"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",627,222,Iraq
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",629,223,"Arabian Peninsula"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",631,224,"Israel and former Jewish Palestine"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",633,225,"Caucasian Republics of the USSR"
21987-3,"Geographic place of death",NAACCR_ID,1940,LL150-4,"CR_1940_Place of death",634,226,"Other Asian Republics of the USSR"
