CODE_SYSTEM,CODE_VALUE,LOINC_NUM,COMPONENT,DisplayName,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,AnswerListId,ANSWER_LIST_TYPE,EXAMPLE_UNITS,UnitsAndRange,LONG_COMMON_NAME,DefinitionDescription
NAACCR_ID,2867,59495-2,"Collaborative staging site-specific factor 13","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 13 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2868,59496-0,"Collaborative staging site-specific factor 14","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 14 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2869,59497-8,"Collaborative staging site-specific factor 15","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 15 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2870,59498-6,"Collaborative staging site-specific factor 16","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 16 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2871,59499-4,"Collaborative staging site-specific factor 17","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 17 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2872,59500-9,"Collaborative staging site-specific factor 18","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 18 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2873,59501-7,"Collaborative staging site-specific factor 19","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 19 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2874,59502-5,"Collaborative staging site-specific factor 20","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 20 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2875,59503-3,"Collaborative staging site-specific factor 21","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 21 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2876,59504-1,"Collaborative staging site-specific factor 22","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 22 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2877,59505-8,"Collaborative staging site-specific factor 23","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 23 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2878,59506-6,"Collaborative staging site-specific factor 24","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 24 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2879,59507-4,"Collaborative staging site-specific factor 25","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-specific factor 25 Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. The ""CS Site-Specific Factor""items (1-25) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-Tumor Size""[780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor""items. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2880,42086-9,"Collaborative staging site-specific factor 1","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-Specific factor 1 Cancer","This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ""CS Site-Specific Factor"" items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-- Tumor Size"" [780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor"" items. Many site-specific schemas do not use any of the Site-Specific Factors; other schemas use from 1 to all 6 of the factors.

CS Site Specific Factors provide an optional area for coding information needed for stage. CS is a group of data items set up by a joint task force including representatives from SEER, ACoS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form, and adds several additional fields. When CS data items are coded, a computer algorithm allows generation of AJCC Sixth Edition TNM stage, SEER Summary Stage 1977, and SEER Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2890,42087-7,"Collaborative staging site-specific factor 2","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-Specific factor 2 Cancer","This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ""CS Site-Specific Factor"" items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD-- Tumor Size"" [780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor"" items. Many site-specific schemas do not use any of the Site-Specific Factors; other schemas use from 1 to all 6 of the factors... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2900,42088-5,"Collaborative staging site-specific factor 3","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-Specific factor 3 Cancer","This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ""CS Site-Specific Factor"" items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD--Tumor Size"" [780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor"" items. Many site-specific schemas do not use any of the Site-Specific Factors; other schemas use from 1 to all 6 of the factors... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2910,42089-3,"Collaborative staging site-specific factor 4","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-Specific factor 4 Cancer","This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ""CS Site-Specific Factor"" items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD--Tumor Size"" [780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor"" items. Many site-specific schemas do not use any of the Site-Specific Factors; other schemas use from 1 to all 6 of the factors... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2920,42090-1,"Collaborative staging site-specific factor 5","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-Specific factor 5 Cancer","This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ""CS Site-Specific Factor"" items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD--Tumor Size"" [780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor"" items. Many site-specific schemas do not use any of the Site-Specific Factors; other schemas use from 1 to all 6 of the factors... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2930,42091-9,"Collaborative staging site-specific factor 6","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging site-Specific factor 6 Cancer","This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ""CS Site-Specific Factor"" items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival. Some site-specific information that was formerly recorded in ""EOD--Tumor Size"" [780] (Breslow's Thickness for melanoma; HIV/AIDS status for lymphoma) is now also in ""CS Site-Specific Factor"" items. Many site-specific schemas do not use any of the Site-Specific Factors; other schemas use from 1 to all 6 of the factors... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2935,42092-7,"Collaborative staging version.first","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging version.first Cancer","This item indicates the number of the version used to initially code CS fields. The CS version number is returned as part of the output of the CS algorithm. As long as the CS algorithm is run and the output values stored at the time of initial abstracting, the returned values from the program should be automatically stored as CS Version 1st. This item may be blank if the CS algorithm has not been run or if this field has not been implemented. When it is implemented, this data item should be entered at the time the CS fields are first coded and the algorithm first applied. If the calculation algorithm is not called at the time of the initial abstracting, the CS Version 1st could also be entered manually by the abstractor.

It is not expected that this field would be updated every time a coded value is changed. However, the field should be available for future updating if, for example, the CS fields for certain records were to be systematically recoded for a special study using a later version, the CS Version 1st could be appropriately updated with the new version. The meaning and interpretation of CS Version 1st will be dependent on vendor implementation and local practices. This field should be interpreted with caution in a dataset where the actual coding procedures are unknown.

Codes
CS Version 1st is a 6-digit code. The first two digits represent the major version number; the second two digits represent minor version changes; and, the last two digits represent even less significant changes, such as corrections of typographical errors that do not affect coding or derivation of results.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2936,42093-5,"Collaborative staging version.latest","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging version.latest Cancer","This item indicates the number of the version of the CS used most recently to derive the CS output fields. This data item is recorded the first time the CS output fields are derived and should be updated each time the CS Derived items are re-computed. The CS version number is returned as part of the output of the CS algorithm. The returned value from the program should be automatically stored as CS Version Latest. This item should not be updated manually.

Codes
CS Version Latest is a 6-digit code. The first two digits represent the major version number; the second two digits represent minor version changes; and, the last two digits represent even less significant changes, such as corrections of typographical errors that do not affect coding or derivation results.

This item should not be blank if the CS Derived items contain stored values. This item should be blank if the CS Derived items are empty or the CS algorithm has not been applied.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2937,59508-2,"Collaborative staging version.current","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Collaborative staging version.current Cancer","This data item belongs to the Collaborative Stage (CS) Data Collection System. The Collaborative Stage Data Collection System is based on the <i>AJCC Cancer Staging Manual</i>, 6th and 7th editions. This item indicates the number of the version after CS input fields have been updated or recoded. This data item is recorded the first time the CS input fields are entered and should be updated each time the CS input fields are modified. Effective for cases diagnosed 2010+... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,2940,42094-3,"Derived American Joint Committee on Cancer T","",Prid,Pt,Cancer.XXX,Nom,Derived,"","","","","Derived American Joint Committee on Cancer T Derived","This is the AJCC ""T"" component that is derived from CS coded fields, using the CS algorithm, effective with 2004 diagnosis.

CS is a group of data items set up by a joint task force including representatives from SEER, ACoS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form, and adds several additional fields. When CS data items are coded, a computer algorithm allows generation of AJCC Sixth Edition TNM stage, SEER Summary Stage 1977, and SEER Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs. 

The Storage Code column is the value to be stored in the NAACCR record. The 2-character numeric Storage Codes are designed for analysis purposes. The Display String is the corresponding label that should be displayed on the screen or in a report. The meaning of these strings is explained for each site in the AJCC Manual.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2950,42095-0,"Derived American Joint Committee on Cancer T descriptor","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived American Joint Committee on Cancer T descriptor","This is the AJCC ""T Descriptor"" component that is derived from CS coded fields, using the CS algorithm, effective with 2004 diagnosis.

CS is a group of data items set up by a joint task force including representatives from SEER, ACoS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form, and adds several additional fields. When CS data items are coded, a computer algorithm allows generation of AJCC Sixth Edition TNM stage, SEER Summary Stage 1977, and SEER Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs. 

This derived output records a ""c,"" ""p,"" ""a,"" ""y,"" or ""N"" for ""clinical,"" ""pathological,"" ""autopsy only,"" or ""y prefix"", respectively. For those cases in which staging classification is performed during or following initial multimodality therapy, the category is identified by a ""y prefix"" to be derived from the computerized algorithm.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2960,42096-8,"Derived American Joint Committee on Cancer N","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived American Joint Committee on Cancer N","This is the AJCC ""N"" component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.

CS is a group of data items set up by a joint task force including representatives from SEER, ACoS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form, and adds several additional fields. When CS data items are coded, a computer algorithm allows generation of AJCC Sixth Edition TNM stage, SEER Summary Stage 1977, and SEER Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs. 

The Storage Code column is the value to be stored in the NAACCR record. The 2-character numeric Storage Codes are designed for analysis purposes. The Display String is the corresponding label that should be displayed on the screen or in a report. The meaning of these strings is explained for each site in the AJCC Manual.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2970,42097-6,"Derived American Joint Committee on Cancer N descriptor","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived American Joint Committee on Cancer N descriptor","CS is a group of data items set up by a joint task force including representatives from SEER, ACOS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form, and adds several additional fields. When CS data items are coded, a computer algorithm allows generation of AJCC Sixth Edition TNM stage, SEER Summary Stage 1977, and SEER Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs. 

This derived output records a ""c,"" ""p,"" ""a,"" ""y,"" or ""N"" for ""clinical,"" ""pathological,"" ""autopsy only,"" or ""y prefix"", respectively. For those tumors in which AJCC TNM staging classification is performed during or following initial multimodality therapy, the category is identified by a ""y prefix"" to be derived from the computerized algorithm.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2980,42098-4,"Derived American Joint Committee on Cancer M","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived American Joint Committee on Cancer M","This is the AJCC ""M"" component that is derived from CS coded fields, using the CS algorithm, effective with 2004 diagnosis.

CS is a group of data items set up by a joint task force including representatives from SEER, ACoS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form and adds several additional fields. When CS data items are coded, a computer algorithm provided by the Task Force allows generation of AJCC Sixth Edition TNM stage, Summary Stage 1977, and Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs. 

The Storage Code column is the value to be stored in the NAACCR record. The 2-character numeric Storage Codes are designed for analysis purposes. The Display String is the corresponding label that should be displayed on the screen or in a report. The meaning of these strings is explained for each site in the AJCC Manual.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,2990,42099-2,"Derived American Joint Committee on Cancer M descriptor","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived American Joint Committee on Cancer M descriptor","This is the AJCC ""M Descriptor"" component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.

CS is a group of data items set up by a joint task force including representatives from SEER, ACoS, CDC, NAACCR, NCRA, and AJCC, designed to provide a single uniform set of codes and rules for coding EOD/ stage information to meet the needs of all of the participating standard setters. CS incorporates all of the fields from SEER 10-digit EOD, in a modified form, and adds several additional fields. When CS data items are coded, a computer algorithm allows generation of AJCC Sixth Edition TNM stage, SEER Summary Stage 1977, and SEER Summary Stage 2000. Separate CS fields are provided in the NAACCR record for these outputs. 

This derived output records a ""c,"" ""p,"" ""a,"" ""y,"" or ""N"" for ""clinical,"" ""pathological,"" ""autopsy only,"" or ""y prefix,"" respectively. For those tumors in which staging classification is performed during or following initial multimodality therapy, the category is identified by a ""y prefix"" to be derived from the computerized algorithm... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3000,42100-8,"Derived American Joint Committee on Cancer stage group","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived American Joint Committee on Cancer stage group","This is the AJCC ""Stage Group"" component that is derived from the CS detailed site-specific codes, using the CS from the CS algorithm effective with 2004 diagnosis... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3010,42101-6,"Derived SEER summary stage 1977","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived SEER summary stage 1977 Cancer","This item is the derived ""SEER Summary Stage 1977"" from the CS algorithm (or EOD codes) effective with 2004 diagnosis... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3020,42102-4,"Derived SEER summary stage 2000","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Derived SEER summary stage 2000 Cancer","This item is the derived ""SEER Summary Stage 2000"" from the CS algorithm (or EOD codes) effective with 2004 diagnosis... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3030,42103-2,"Derived American Joint Committee on Cancer conversion method","",Arb,Pt,Cancer.XXX,Ord,"","","","","","Derived American Joint Committee on Cancer conversion method","Flag to indicate whether the derived AJCC stage was derived from CS or EOD codes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3040,42104-0,"Derived SEER summary stage 1977 conversion method","",Arb,Pt,Cancer.XXX,Ord,"","","","","","Derived SEER summary stage 1977 conversion method Cancer","Flag to indicate whether the derived SEER Summary Stage 1977 was derived from CS or EOD codes... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3050,42105-7,"Derived SEER summary stage 2000 conversion method","",Arb,Pt,Cancer.XXX,Ord,"","","","","","Derived SEER summary stage 2000 conversion method Cancer","Flag to indicate whether the derived SEER Summary Stage 2000 was derived from CS or EOD codes.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3100,42106-5,"Archive facility identification number","",ID,Pt,Cancer.XXX,Nom,"","","","","","Archive facility identification number Cancer","This field identifies the facility that originally accessioned the tumor.

Each facility's facility identification number (FIN) is unique. It is essential for hospital registries to have the ability to distinguish cases originally accessioned by each registry of a merged unit. This enables the central registry to manage the receipt of historical data and to appropriately attribute these data. 

Efforts are underway at the federal level to establish uniform national provider ID numbers. COC and NAACCCR committees will consider the adoption of any federal standards when they become available. 

Instructions for Coding COC maintains the codes, including those for non-hospital sources of reporting. 

For facilities with 7-digit FINs in the range of 6020009-6953290 that were assigned by COC before January 1, 2001, the coded FIN will consist of three leading zeroes followed by the full 7-digit number. 

For facilities with FINs greater than or equal to 10000000 that were assigned by COC after January 1, 2001, enter FIN codes of this type as two zeroes followed by the full 8-digit code. These sometimes are called COC FIN 10-digit codes.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3105,44955-3,"Archive facility identification number NPI","",ID,Pt,Cancer.XXX,Nom,"","","","","","Archive facility identification number NPI Cancer","The NPI (National Provider Identifier) code which identifies the facility that originally accessioned the tumor. The NPI equivalent of Archive FIN [3100]."
NAACCR_ID,3110,42126-3,"Comorbidities and complications 1","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 1","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3120,42107-3,"Comorbidities and complications 2","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 2","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3130,42108-1,"Comorbidities and complications 3","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 3","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3140,42109-9,"Comorbidities and complications 4","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 4","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3150,42110-7,"Comorbidities and complications 5","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 5","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
