item,xmlId,parentTag,description
1644,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1645,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1648,rxSummSurgOth9802,Tumor,"Records the surgical removal of distant lymph nodes or other tissue(s)/organ(s) beyond the primary site given at all facilities as part of the first course of treatment. This field is to be used for ROADS codes after the ROADS to FORDS conversion. It is also to be used to code Surgery Regional/Distant Sites at all facilities for all tumors diagnosed before January 1, 2003. "
1294,rxSummSurgOthRegDis,Tumor,Records the surgical removal of distant lymph nodes or other tissue(s)/organ(s) beyond the primary site. 
1290,rxSummSurgPrimSite,Tumor,Site-specific codes for the type of surgery to the primary site performed as part of the first course of treatment. This includes treatment given at all facilities as part of the first course of treatment. 
1646,rxSummSurgSite9802,Tumor,"Site-specific codes for the type of surgery to the primary site performed as part of the first course of treatment. This includes treatment given at all facilities as part of the first course of treatment. This field is to be used for ROADS codes after the ROADS to FORDS conversion. It is also to be used to code Surgery Primary Site at all facilities for all tumors diagnosed before January 1, 2003. "
1380,rxSummSurgRadSeq,Tumor,"Codes for the sequencing of radiation and surgery given as part of the first course of treatment. See also RX Summ--Surg Prim Site [1290], RX Summ--Scope LN Surg [1292], RX Summ--Surg Oth Reg/Dis [1294], and RX Summ--Radiation [1360]. "
1640,rxSummSurgeryType,Tumor,"Field for pre-1996 surgery codes for CoC and pre-1998 surgery codes for SEER. Surgery codes used 1998 and later can be backward converted into the older codes and the converted value can be stored in this field. See Chapter V, Unresolved Issues, for discussion of CoC/SEER differences in coding treatment. "
1310,rxSummSurgicalApproch,Tumor,Codes for method used to approach the surgical field for the primary site. 
1320,rxSummSurgicalMargins,Tumor,Codes describe the final status of surgical margins after resection of the primary tumor. See also RX Summ--Surg Prim Site [1290]. 
1639,rxSummSystemicSurSeq,Tumor,"Records the sequencing of systemic therapy (RX Summ-Chemo [1390], RX Summ-Hormone [1400], RX Summ-BRM [1410], and RX Summ-Transplnt/Endocr [3250]) and surgical procedures given as part of the first course of treatment. See also RX Summ--Surg Prim Site [1290], RX Summ--Scope LN Surg [1292], and RX Summ--Surg Oth Reg/Dis [1294]. "
3250,rxSummTransplntEndocr,Tumor,"Identifies systemic therapeutic procedures administered as part of the first course of treatment at this and all other facilities. If none of these procedures were administered then this item records the reason they were not performed. These include bone marrow transplants, stem cell harvests, surgical and/or radiation endocrine therapy. "
1285,rxSummTreatmentStatus,Tumor,"This data item is a summary of the status for all treatment modalities. It is used in conjunction with Date Initial RX SEER [1260] and/or Date 1st Crs RX CoC [1270] and each modality of treatment with their respective date field to document whether treatment was given or not given, whether it is unknown if treatment was given, or whether treatment was given on an unknown date. Also indicates active surveillance (watchful waiting). This data item is effective for January 2010+ diagnoses. "
2660,rxTextBrm,Tumor,Text area for manual documentation of information regarding the treatment of the tumor being reported with biological response modifiers or immunotherapy.  
2640,rxTextChemo,Tumor,Text area for manual documentation of information regarding chemotherapy treatment of the reported tumor. 
2650,rxTextHormone,Tumor,Text area for information about hormonal treatment. 
2670,rxTextOther,Tumor,"Text area for manual documentation of information regarding the treatment of the tumor being reported with treatment that cannot be defined as surgery, radiation, or systemic therapy. This includes experimental treatments (when the mechanism of action for a drug is unknown), and blinded clinical trials. If the mechanism of action for the experimental drug is known, code to the appropriate treatment field. "
2620,rxTextRadiation,Tumor,Text area for manual documentation of information regarding treatment of the tumor being reported with beam radiation.
2630,rxTextRadiationOther,Tumor,Text area for manual documentation of information regarding treatment of the tumor being reported with radiation other than beam radiation. This includes brachytherapy and systemic radiation therapy.
2610,rxTextSurgery,Tumor,Text area for information describing all surgical procedures performed as part of treatment.
3923,sCategoryClinical,Tumor,"S Category Clinical combines the results of pre-orchiectomy Alpha Fetoprotein (AFP), Human Chorionic Gonadotropin (hCG) and Lactate Dehydrogenase (LDH) into a summary S value."
3924,sCategoryPathological,Tumor,"S Category Pathological combines the results of post-orchiectomy Alpha Fetoprotein (AFP), Human Chorionic Gonadotropin (hCG) and Lactate Dehydrogenase (LDH) into a summary S value."
3925,sarcomatoidFeatures,Tumor,Sarcomatoid features: present or absent and percentage refers to the observation of sheets and fascicles of malignant spindle cells in a kidney tumor which can occur across all histologic subtypes. The percentage of sarcomatoid component has been shown to correlate with cancer-specific mortality.
3926,schemaDiscriminator1,Tumor,"Captures additional information needed to generate AJCC ID [995] and Schema ID [3800] for some anatomic sites. Discriminators can be based on sub site, histology or other features which affect prognosis."
3927,schemaDiscriminator2,Tumor,"Captures additional information needed to generate AJCC ID [995] and Schema ID [3800] for some anatomic sites. Discriminators can be based on sub site, histology or other features which affect prognosis."
3928,schemaDiscriminator3,Tumor,"Captures additional information needed to generate AJCC ID [95] and Schema ID [3800] for some anatomic sites. Discriminators can be based on sub site, histology or other features which affect prognosis."
3800,schemaId,Tumor,"The derived values in this data item link Site-Specific Data Items (including grade data items) with the appropriate site/histology grouping and accounts for every combination of primary site and histology. The values for this data item are derived based on primary site, histology, and schema discriminator fields (when required). The derived values link Site-Specific Data Items with the appropriate site/histology grouping. For example, the Schema ID for an adenocarcinoma of the lung is 00360. This value links the Site-Specific Data Items associated with adenocarcinoma of the lung: Separate Tumor Nodules [3929], Visceral and Parietal Pleural Invasion [3937], and Pleural Effusion [3913]. The Schema ID would also link to the appropriate grade data items an adenocarcinoma of the lung. The AJCC ID [995] code for Lung is 36. The AJCC ID [995] would link to the AJCC TNM Data items (Clin T, Clin N, Etc.) specific to Lung. AJCC ID [995] will not be assigned when a site/histology combination is not eligible for TNM staging. "
510,,,"The NAACCR UDSC retired this data item in Version 12, as of January 1, 2010."
520,,,"The NAACCR UDSC retired this data item in Version 12, as of January 1, 2010."
3780,secondaryDiagnosis1,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3798,secondaryDiagnosis10,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3782,secondaryDiagnosis2,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3784,secondaryDiagnosis3,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information). "
3786,secondaryDiagnosis4,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3788,secondaryDiagnosis5,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3790,secondaryDiagnosis6,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3792,secondaryDiagnosis7,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3794,secondaryDiagnosis8,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
3796,secondaryDiagnosis9,Tumor,"Records the patient’s preexisting medical conditions, factors influencing health status, and/or complications for the treatment of this cancer. Both are considered secondary diagnoses. Preexisting medical conditions, factors influencing health status, and/or complications may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality of care. ICD-10-CM codes are 7 characters long, where each character represents an aspect of the condition or procedure: the 7 characters indicate 'section', 'body system', 'root operation', 'body part', 'approach', 'device', and 'qualifier', respectively (see ICD-10-PCS Reference Manual for additional information)."
1914,seerCauseSpecificCod,Tumor,"This variable was created for use in cause-specific survival and designates that the person died of their cancer.Adapted from http://seer.cancer.gov/causespecific/:Cause-specific survival is a net survival measure representing survival of a specified cause of death in the absence of other causes of death. Estimates are calculated by specifying the cause of death. Individuals who die of causes other than the specified cause are considered to be censored. This requires a cause of death variable that accurately captures all causes related to the specific cause. Vital records offices use algorithms to process causes of death from death certificates in order to identify a single, disease-specific, underlying cause of death. In some cases, attribution of a single cause of death may be difficult and misattribution may occur. For example a death may be attributed to the site of metastasis instead of the primary site.To capture deaths related to the specific cancer but not coded as such, the SEER cause-specific death classification variables are defined by taking into account causes of deaths in conjunction with tumor sequence (i.e., only one tumor or the first of subsequent tumors), site of the original cancer diagnosis, and comorbidities (e.g., AIDS and/or site-related diseases).The 'SEER cause-specific death classification' variable is used to obtain cancer-specific survival probability for a given cohort of cancer patients. Deaths attributed to the cancer of interest are treated as events and deaths from other causes are treated as censored observation. This variable is used in SEER*Stat cause-specific survival and crude probability of death using cause of death information."
2120,seerCodingSysCurrent,Tumor,This shows the SEER coding system best describing the majority of SEER items as they are in the record (after conversion). 
2130,seerCodingSysOriginal,Tumor,This shows the SEER coding system best describing the way the majority of SEER items in the record were originally coded. 
1915,seerOtherCod,Tumor,"Using the same recoding logic as the ‘SEER cause-specific death classification’ variable, the ‘SEER other cause of death classification’ variable designates that the person died of causes other than their cancer. Adapted from http://seer.cancer.gov/causespecific/:The 'SEER other cause of death classification' variable is used to obtain the other-cause survival probability for a cohort of patients. It is used when deaths attributed to causes other than cancer are treated as events and deaths from cancer are treated as censored observation. This variable is used in the SEER*Stat left-truncated life table session. -specific survival and crude probability of death using cause of death information."
2190,seerRecordNumber,Tumor,A unique sequential number assigned by the SEER participant to each record for the person for each submission. The number may change from submission to submission. See also Tumor Record Number [60].
3700,seerSiteSpecificFact1,Tumor,A one character field to be used when information for a particular primary site needs to be collected by SEER.
3702,seerSiteSpecificFact2,Tumor,A one character field to be used when information for a particular primary site needs to be collected by SEER. 
3704,seerSiteSpecificFact3,Tumor,A one character field to be used when information for a particular primary site needs to be collected by SEER. 
3706,seerSiteSpecificFact4,Tumor,A one character field to be used when information for a particular primary site needs to be collected by SEER. 
3708,seerSiteSpecificFact5,Tumor,A one character field to be used when information for a particular primary site needs to be collected by SEER. 
3710,seerSiteSpecificFact6,Tumor,A one character field to be used when information for a particular primary site needs to be collected by SEER. 
760,seerSummaryStage1977,Tumor,"Code for summary stage at the initial diagnosis or treatment of the reportable tumor. This has traditionally been used by central registries to monitor time trends. For hospital registries, CoC requires its use in the absence of a defined AJCC classification. For site-specific definitions of categories, see the SEER Summary Staging Guide.SEER Summary Stage 1977 is limited to information available within 2 months of the date of diagnosis. NAACCR approved extension of this time period to 4 months for prostate tumors diagnosed beginning January 1, 1995."
759,seerSummaryStage2000,Tumor,"Code for summary stage at the initial diagnosis or treatment of the reportable tumor. For hospital registries, CoC requires its use in the absence of a defined AJCC classification. For site-specific definitions of categories, see SEER Summary Staging Manual 2000.Summary stage should include all information available through completion of surgery(ies) in the first course of treatment or within 4 months of diagnosis in the absence of disease progression, whichever is longer."
2180,seerTypeOfFollowUp,Tumor,Codes for the type of follow-up expected for a SEER case. 
834,sentinelLymphNodesExamined,Tumor,"Records the total number of lymph nodes sampled during the sentinel node biopsy and examined by the pathologist. This data item is required for CoC-accredited facilities as of cases diagnosed 01/01/2018 and later. 








This data item is required for breast and melanoma cases only. "
835,sentinelLymphNodesPositive,Tumor,"Records the exact number of sentinel lymph nodes biopsied by the pathologist and found to contain metastases. This data item is required for CoC-accredited facilities as of cases diagnosed 01/01/2018 and later. 








This data item is required for breast and melanoma cases only. "
3929,separateTumorNodules,Tumor,"""Separate tumor nodules"" refers to what is conceptually a single tumor with intrapulmonary metastasis in the ipsilateral (same) lung. Their presence in the same or different lobes of lung from the primary tumor affects the T and M categories."
380,sequenceNumberCentral,Tumor,"Code indicates the sequence of all reportable neoplasms over the lifetime of the person. This data item differs from Sequence Number-Hospital [560], because the definitions of reportable neoplasms often vary between a hospital and a central registry. Each neoplasm is assigned a different number. Sequence Number 00 indicates that the person has had only one in situ or one malignant neoplasm as defined by the Federal reportable list (regardless of central registry reference date). Sequence Number 01 indicates the first of two or more reportable neoplasms, but 02 indicates the second of two or more reportable neoplasms, and so on. Because the time period of Sequence Number is a person’s lifetime, reportable neoplasms not included in the central registry (those that occur outside the registry catchment area or before the reference date) also are allotted a sequence number. For example, a registry may contain a single record for a patient with a sequence number of 02 because the first reportable neoplasm preceded the central registry’s reference date.Reporting Requirements: Federally Required and State/Province Defined The Federal or SEER/NPCR standard defining the reportable neoplasms is described in Chapter III, Standards For Tumor Inclusion and Reportability. It is assumed that this shared standard is the “minimum” definition of reportability. Individual central cancer registries may define additional neoplasms as reportable.Numeric codes in the 00-59 range indicate the sequence of neoplasms of in situ or malignant behavior (2 or 3) at the time of diagnosis, which SEER/NPCR standards require to be reported. Codes 60 to 87 indicate the sequence of non-malignant tumors (as defined in Chapter III) and any other neoplasms that the central registry has defined as reportable. Neoplasms required by SEER/NPCR with an in situ or malignant behavior at the time of diagnosis are sequenced completely independently of this higher-numbered category. Sequence Number-Hospital does not affect Sequence Number-Central. The two notational systems are independent but central registries should take Sequence Number-Hospital [560] into account when coding Sequence Number Central. "
560,sequenceNumberHospital,Tumor,"Item indicates the sequence of all malignant and non-malignant neoplasms over the lifetime of the patient. The code may differ from the Sequence Number--Central [380] because the definitions of reportable neoplasms often vary between a hospital and a central registry. The two items also handle some types of tumors differently. Each neoplasm is assigned a different number. Sequence Number 00 indicates that the person has only one malignant neoplasm in his lifetime (regardless of hospital registry reference date). Sequence Number 01 indicates the first of two or more malignant neoplasms, while 02 indicates the second of two or more malignant neoplasms, and so on. Because the time period of Sequence Number is a person’s lifetime, reportable neoplasms not included in the hospital registry are also allotted a sequence number. For example, a registry may contain a single record for a patient with a sequence number of 02 because the first reportable neoplasm occurred before the hospital registry’s reference date. Similarly, Sequence Number 60 indicates the patient has only one non-malignant neoplasm, and Sequence Number 61 represents the first of multiple non-malignant neoplasms. Sequence numbers should be reassigned if the facility subsequently learns of an unaccessioned tumor that affects sequencing. Sequence Number-Central [380] does not affect Sequence Number-Hospital. The two notational systems are independent.Timing RuleIf two or more malignant tumors are diagnosed at the same time, the lowest sequence number will be assigned to the diagnosis with the worst prognosis. Likewise, if two or more non-malignant tumors are diagnosed at the same time, the lowest sequence number is assigned to the diagnosis with the worse prognosis. If no difference in prognosis is evident, the decision is arbitrary. "
3930,serumAlbuminPretreatmentLevel,Tumor,Albumin is the most abundant protein in human blood plasma. Serum albumin pretreatment level is a prognostic factor for plasma cell myeloma.
3931,serumBeta2MicroglobulinPretreatmentLevel,Tumor,Serum Beta-2 Microglobulin is a protein that is found on the surface of many cells and plentiful on the surface of white blood cells. Increased production or destruction of these cells causes Serum β2 (beta-2) Microglobulin level to increase. Elevated Serum β2 (beta-2) Microglobulin level is a prognostic factor for plasma cell myeloma.
220,sex,Patient,Code for the sex of the patient.
1960,siteIcdO1,Tumor,"Area for retaining the ICD-O-1 primary site code entered before conversion to ICD-0-2. The item name includes years 1973-91. However, some states may have used the codes for cases before 1973. "
450,siteCodingSysCurrent,Tumor,"Code that best describes how the primary site currently is coded. If converted, this field shows the system to which it is converted. "
460,siteCodingSysOriginal,Tumor,"Code that best describes how primary site was originally coded. If converted, this field shows the original coding system used. "
1090,,,"The NAACCR UDSC retired this data item in Version 12, as of January 1, 2010."
1100,,,"The NAACCR UDSC retired this data item in Version 12, as of January 1, 2010."
1110,,,"The NAACCR UDSC retired this data item in Version 12, as of January 1, 2010."
2320,socialSecurityNumber,Patient,Records patient’s social security number. The number is entered without dashes and without any letter suffix. This is not always identical to the Medicare claim number. 
190,spanishHispanicOrigin,Patient,"Code identifying persons of Spanish or Hispanic origin. This code is used by hospital and central registries to show the “best guess” as to whether or not the person should be classified as Hispanic for purposes of calculating cancer rates. If the patient has multiple tumors, all records should have the same code.Reference to Census 2000 definitions for ethnicity and race: http://www.census.gov/prod/cen2000/doc/sf2.pdf. All information resources should be used to determine the correct code, including:Stated ethnicity in the medical recordStated Hispanic origin on the death certificateBirthplaceInformation about life history and/or language spoken found during the abstracting processPatient’s last name [2230] or maiden name [2390] found on a list of Hispanic namesSome registries code the information from the medical record, others code ethnicity based on Spanish names, and others use a combination of methods.Persons of Spanish or Hispanic origin may be of any race, but these categories generally are not used for Native Americans, Filipinos, etc., who may have Spanish names. If a patient has an Hispanic name, but there is reason to believe they are not Hispanic (e.g., the patient is Filipino, or the patient is a woman known to be non-Hispanic who has a Hispanic married name), the code in this field should be 0 (non-Spanish, non-Hispanic). The code in item Computed Ethnicity [200], however, would reflect the Hispanic name.Assign code 7 if Hispanic ethnicity is based strictly on a computer list or algorithm (unless contrary evidence is available) and also code in Computed Ethnicity [200]. See also Computed Ethnicity [200].Note: NAACCR recognizes that available definitions and abstracting instructions for Name--Last [2230] and Name--Maiden [2390] may be inadequate for describing names used in some cultures, including Hispanic cultures. Explicit instructions have not been provided for entering compound names, with or without hyphens or “De.” Order of names, use of maternal and paternal names, and use of hyphens can vary across cultures. It is likely that abstracting and coding practice for these items varies across registries. Limitations inherent in these definitions should be kept in mind when using the data."
81,stateAtDxGeocode19708090,Tumor,"Code for the state of the patient's residence at the time the tumor was diagnosed is a derived (geocoded) variable based on Census Boundary files from 1970, 1980, or 1990 Decennial Census."
82,stateAtDxGeocode2000,Tumor,Code for the state of the patient's residence at the time the tumor was diagnosed is a derived (geocoded) variable based on Census Boundary files from 2000 Decennial Census.
83,stateAtDxGeocode2010,Tumor,Code for the state of the patient's residence at the time the tumor was diagnosed is a derived (geocoded) variable based on Census Boundary files from 2010 Decennial Census.
84,stateAtDxGeocode2020,Tumor,Code for the state of the patient's residence at the time the tumor was diagnosed is a derived (geocoded) variable based on Census Boundary files from 2020 Decennial Census.
2220,stateRequestorItems,Tumor,"Reserved for use by individual states or central registries, or for use by special studies. "
2160,,,"The NAACCR UDSC retired this data item in Version 6, effective January 1, 1998."
1675,subsqRx2ndCourseBrm,Tumor,"Codes for the type of biological response modifier therapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Immunotherapy, 1998 ROADS Manual, p. 243. "
1673,subsqRx2ndCourseChemo,Tumor,"Codes for the type of chemotherapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Chemotherapy, 1998 ROADS Manual, p. 228. "
1670,subsqRx2ndCourseCodes,Tumor,"The name for a group of subfields that describe the second course or set of subsequent therapy. As of January 1, 2003, CoC no longer supports Subsequent Therapy data items.Group names appear only in the data dictionary and Appendix E.Subfields         Subsq RX 2nd Course Surg [1671]         Subsq RX 2nd Course Rad [1672]         Subsq RX 2nd Course Chemo [1673]         Subsq RX 2nd Course Horm [1674]         Subsq RX 2nd Course BRM [1675]         Subsq RX 2nd Course Oth [1676]"
1660,subsqRx2ndCourseDate,Tumor,"Date of initiation of second-course treatment. Central registries currently collecting this data item should follow the 

1998 ROADS Manual coding instructions. See Chapter X for date format. Use SUBSQ RX 2NDCRS DATE FLAG [1661] if there is no appropriate or known date for this item. "
1674,subsqRx2ndCourseHorm,Tumor,"Codes for the type of hormonal therapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Hormone Therapy, 1998 ROADS Manual, p. 238. "
1676,subsqRx2ndCourseOth,Tumor,"Codes for the type of other treatment given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Other Treatment, 1998 ROADS Manual, p. 246. "
1672,subsqRx2ndCourseRad,Tumor,"Codes for the type of radiation given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Radiation, 1998 ROADS Manual, p. 199. "
1671,subsqRx2ndCourseSurg,Tumor,"Codes for the type of primary site surgery given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Primary Site, 1998 ROADS Manual, p. 187. "
1661,subsqRx2ndcrsDateFlag,Tumor,"This flag explains why no appropriate value is in the field, Subsq RX 2nd Course Date [1660]. "
1679,subsqRx2ndRegLnRem,Tumor,"Codes for the number of regional lymph nodes removed as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Number of Regional Lymph Nodes Removed, 1998 ROADS Manual, p. 193. "
1677,subsqRx2ndScopeLnSu,Tumor,"Codes for the type of surgery performed to remove regional lymph nodes as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Scope of Regional Lymph Node Surgery, 1998 ROADS Manual, p. 192.  "
1678,subsqRx2ndSurgOth,Tumor,"Codes for the type of surgery performed on tissue or organs other than the primary site and regional lymph nodes as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Other Regional Site(s), Distant Site(s) or Distant Lymph Node(s), 1998 ROADS Manual, p. 194. "
1695,subsqRx3rdCourseBrm,Tumor,"Codes for the type of biological response modifier therapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Immunotherapy, 1998 ROADS Manual, p. 243 "
1693,subsqRx3rdCourseChemo,Tumor,"Codes for the type of chemotherapy given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Chemotherapy, 1998 ROADS Manual, p. 228. "
1690,subsqRx3rdCourseCodes,Tumor,"The name for a group of subfields that describe the third course or set of subsequent therapy. As of January 1, 2003, CoC no longer supports Subsequent Therapy data items.Group names appear only in the data dictionary and Appendix E.Subfields         Subsq RX 3rd Course Surg [1691]         Subsq RX 3rd Course Rad [1692]         Subsq RX 3rd Course Chemo [1693]         Subsq RX 3rd Course Horm [1694]         Subsq RX 3rd Course BRM [1695]         Subsq RX 3rd Course Oth [1696]"
1680,subsqRx3rdCourseDate,Tumor,"Date of initiation of third course of treatment. Central registries currently collecting this data item should follow the 


1998 ROADS Manual coding instructions. See Chapter X for date format. Use SUBSQ RX 3RD CRS DATE FLAG [1681] if there is no appropriate or known date for this item. "
1694,subsqRx3rdCourseHorm,Tumor,"Codes for the type of hormonal therapy given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Hormone Therapy, 1998 ROADS Manual, p. 238. "
1696,subsqRx3rdCourseOth,Tumor,"Codes for the type of other treatment given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Other Treatment, 1998 ROADS Manual, p. 246. "
1692,subsqRx3rdCourseRad,Tumor,"Codes for the type of radiation given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Radiation, 1998 ROADS Manual, p. 199. "
1691,subsqRx3rdCourseSurg,Tumor,"Codes for the type of primary site surgery given as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Primary Site, 1998 ROADS Manual, p. 187. "
1681,subsqRx3rdcrsDateFlag,Tumor,"This flag explains why no appropriate value is in the field, Subsq RX 3rd Course Date [1680]. "
1699,subsqRx3rdRegLnRem,Tumor,"Codes for the number of regional lymph nodes removed as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Number of Regional Lymph Nodes Removed, 1998 ROADS Manual, p. 193. "
1697,subsqRx3rdScopeLnSu,Tumor,"Codes for the type of surgery performed to remove regional lymph nodes as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Scope of Regional Lymph Node Surgery, 1998 ROADS Manual, p. 192. "
1698,subsqRx3rdSurgOth,Tumor,"Codes for the type of surgery performed on tissue or organs other than the primary site and regional lymph nodes as part of the third course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Other Regional Site(s), Distant Site(s) or Distant Lymph Node(s), 1998 ROADS Manual, p. 194. "
1715,subsqRx4thCourseBrm,Tumor,"Codes for the type of biological response modifier therapy given as part of the second course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Immunotherapy, 1998 ROADS Manual, p. 243 "
