naaccrNum,sectionId,section,naaccrId,naaccrName,length,source,loinc_num,scale_typ,AnswerListId,scheme,valtype_cd,phi_id_kind
1646,15,Treatment-1st Course,rxSummSurgSite9802,RX Summ--Surg Site 98-02,2,SEER/CoC,42040-6,Nom,LL124-9,,@,
1646,15,Treatment-1st Course,rxSummSurgSite9802,RX Summ--Surg Site 98-02,2,SEER/CoC,39807-3,Nom,LL124-9,,@,
1647,15,Treatment-1st Course,rxSummScopeReg9802,RX Summ--Scope Reg 98-02,1,SEER/CoC,42041-4,Nom,,,@,
1648,15,Treatment-1st Course,rxSummSurgOth9802,RX Summ--Surg Oth 98-02,1,SEER/CoC,42042-2,Nom,,,@,
3170,15,Treatment-1st Course,rxDateMostDefinSurg,RX Date Mst Defn Srg,8,CoC,39808-1,Qn,,,D,
3171,15,Treatment-1st Course,rxDateMostDefinSurgFlag,RX Date Mst Defn Srg Flag,2,NAACCR,59546-2,Nom,LL924-2,,@,
3180,15,Treatment-1st Course,rxDateSurgicalDisch,RX Date Surg Disch,8,CoC,42117-2,Qn,,,D,
3181,15,Treatment-1st Course,rxDateSurgicalDischFlag,RX Date Surg Disch Flag,2,NAACCR,59548-8,Nom,LL925-9,,@,
3190,15,Treatment-1st Course,readmSameHosp30Days,Readm Same Hosp 30 Days,1,CoC,42118-0,Ord,,readmSameHosp30Days,@,
3200,15,Treatment-1st Course,radBoostRxModality,Rad--Boost RX Modality,2,CoC,42128-9,Nom,,radBoostRxModality,@,
3210,15,Treatment-1st Course,radBoostDoseCgy,Rad--Boost Dose cGy,5,CoC,42119-8,Qn,,,N,
3220,15,Treatment-1st Course,rxDateRadiationEnded,RX Date Rad Ended,8,CoC,42120-6,Qn,,,D,
3221,15,Treatment-1st Course,rxDateRadiationEndedFlag,RX Date Rad Ended Flag,2,NAACCR,59547-0,Nom,LL926-7,,@,
3230,15,Treatment-1st Course,rxDateSystemic,RX Date Systemic,8,CoC,39809-9,Qn,,,D,
3231,15,Treatment-1st Course,rxDateSystemicFlag,RX Date Systemic Flag,2,NAACCR,59549-6,Nom,,,@,
3250,15,Treatment-1st Course,rxSummTransplntEndocr,RX Summ--Transplnt/Endocr,2,CoC,42121-4,Nom,,rxSummTransplntEndocr,@,
3270,15,Treatment-1st Course,rxSummPalliativeProc,RX Summ--Palliative Proc,1,CoC,42123-0,Nom,,rx_summary_palliative,@,
1660,16,Treatment-Subsequent & Other,subsqRx2ndCourseDate,Subsq RX 2nd Course Date,8,CoC,21970-9,Qn,LL125-6,,D,
1661,16,Treatment-Subsequent & Other,subsqRx2ndcrsDateFlag,Subsq RX 2ndCrs Date Flag,2,NAACCR,59558-7,Nom,LL917-6,,@,
1671,16,Treatment-Subsequent & Other,subsqRx2ndCourseSurg,Subsq RX 2nd Course Surg,2,CoC,42043-0,Nom,,,@,
1672,16,Treatment-Subsequent & Other,subsqRx2ndCourseRad,Subsq RX 2nd Course Rad,1,CoC,42044-8,Nom,,,@,
1673,16,Treatment-Subsequent & Other,subsqRx2ndCourseChemo,Subsq RX 2nd Course Chemo,1,CoC,42045-5,Nom,,,@,
1674,16,Treatment-Subsequent & Other,subsqRx2ndCourseHorm,Subsq RX 2nd Course Horm,1,CoC,42046-3,Nom,,,@,
1675,16,Treatment-Subsequent & Other,subsqRx2ndCourseBrm,Subsq RX 2nd Course BRM,1,CoC,42047-1,Nom,,roads_rx_brm,@,
1676,16,Treatment-Subsequent & Other,subsqRx2ndCourseOth,Subsq RX 2nd Course Oth,1,CoC,42048-9,Nom,,,@,
1677,16,Treatment-Subsequent & Other,subsqRx2ndScopeLnSu,Subsq RX 2nd--Scope LN SU,1,CoC,,Nom,,,@,
1678,16,Treatment-Subsequent & Other,subsqRx2ndSurgOth,Subsq RX 2nd--Surg Oth,1,CoC,21972-5,Nom,,,@,
1679,16,Treatment-Subsequent & Other,subsqRx2ndRegLnRem,Subsq RX 2nd--Reg LN Rem,2,CoC,,Nom,,,@,
1680,16,Treatment-Subsequent & Other,subsqRx3rdCourseDate,Subsq RX 3rd Course Date,8,CoC,,Qn,,,D,
1681,16,Treatment-Subsequent & Other,subsqRx3rdcrsDateFlag,Subsq RX 3rdCrs Date Flag,2,NAACCR,,Nom,,,@,
1691,16,Treatment-Subsequent & Other,subsqRx3rdCourseSurg,Subsq RX 3rd Course Surg,2,CoC,42049-7,Nom,,,@,
1692,16,Treatment-Subsequent & Other,subsqRx3rdCourseRad,Subsq RX 3rd Course Rad,1,CoC,42050-5,Nom,,,@,
1693,16,Treatment-Subsequent & Other,subsqRx3rdCourseChemo,Subsq RX 3rd Course Chemo,1,CoC,42051-3,Nom,,,@,
1694,16,Treatment-Subsequent & Other,subsqRx3rdCourseHorm,Subsq RX 3rd Course Horm,1,CoC,42052-1,Nom,,,@,
1695,16,Treatment-Subsequent & Other,subsqRx3rdCourseBrm,Subsq RX 3rd Course BRM,1,CoC,42053-9,Nom,,roads_rx_brm,@,
1696,16,Treatment-Subsequent & Other,subsqRx3rdCourseOth,Subsq RX 3rd Course Oth,1,CoC,42054-7,Nom,,,@,
1697,16,Treatment-Subsequent & Other,subsqRx3rdScopeLnSu,Subsq RX 3rd--Scope LN Su,1,CoC,,Nom,,,@,
1698,16,Treatment-Subsequent & Other,subsqRx3rdSurgOth,Subsq RX 3rd--Surg Oth,1,CoC,,Nom,,,@,
1699,16,Treatment-Subsequent & Other,subsqRx3rdRegLnRem,Subsq RX 3rd--Reg LN Rem,2,CoC,,Nom,,,@,
1700,16,Treatment-Subsequent & Other,subsqRx4thCourseDate,Subsq RX 4th Course Date,8,CoC,,Qn,,,D,
1701,16,Treatment-Subsequent & Other,subsqRx4thcrsDateFlag,Subsq RX 4thCrs Date Flag,2,NAACCR,,Nom,,,@,
1711,16,Treatment-Subsequent & Other,subsqRx4thCourseSurg,Subsq RX 4th Course Surg,2,CoC,42055-4,Nom,,,@,
1712,16,Treatment-Subsequent & Other,subsqRx4thCourseRad,Subsq RX 4th Course Rad,1,CoC,42056-2,Nom,,,@,
1713,16,Treatment-Subsequent & Other,subsqRx4thCourseChemo,Subsq RX 4th Course Chemo,1,CoC,42057-0,Nom,,,@,
1714,16,Treatment-Subsequent & Other,subsqRx4thCourseHorm,Subsq RX 4th Course Horm,1,CoC,42058-8,Nom,,,@,
1715,16,Treatment-Subsequent & Other,subsqRx4thCourseBrm,Subsq RX 4th Course BRM,1,CoC,42059-6,Nom,,roads_rx_brm,@,
1716,16,Treatment-Subsequent & Other,subsqRx4thCourseOth,Subsq RX 4th Course Oth,1,CoC,42060-4,Nom,,,@,
1717,16,Treatment-Subsequent & Other,subsqRx4thScopeLnSu,Subsq RX 4th--Scope LN Su,1,CoC,,Nom,,,@,
1718,16,Treatment-Subsequent & Other,subsqRx4thSurgOth,Subsq RX 4th--Surg Oth,1,CoC,,Nom,,,@,
1719,16,Treatment-Subsequent & Other,subsqRx4thRegLnRem,Subsq RX 4th--Reg LN Rem,2,CoC,,Nom,,,@,
1741,16,Treatment-Subsequent & Other,subsqRxReconstructDel,Subsq RX--Reconstruct Del,1,CoC,21974-1,Nom,LL452-4,,@,
7010,17,Pathology,pathReportingFacId1,Path Reporting Fac ID 1,25,HL7,,Nom,,,Ti,facility
7011,17,Pathology,pathReportingFacId2,Path Reporting Fac ID 2,25,HL7,,Nom,,,Ti,facility
7012,17,Pathology,pathReportingFacId3,Path Reporting Fac ID 3,25,HL7,,Nom,,,Ti,facility
7013,17,Pathology,pathReportingFacId4,Path Reporting Fac ID 4,25,HL7,,Nom,,,Ti,facility
7014,17,Pathology,pathReportingFacId5,Path Reporting Fac ID 5,25,HL7,,Nom,,,Ti,facility
7090,17,Pathology,pathReportNumber1,Path Report Number 1,20,HL7,,Nom,,,Ti,pathReportNumber
7091,17,Pathology,pathReportNumber2,Path Report Number 2,20,HL7,,Nom,,,Ti,pathReportNumber
7092,17,Pathology,pathReportNumber3,Path Report Number 3,20,HL7,,Nom,,,Ti,pathReportNumber
7093,17,Pathology,pathReportNumber4,Path Report Number 4,20,HL7,,Nom,,,Ti,pathReportNumber
7094,17,Pathology,pathReportNumber5,Path Report Number 5,20,HL7,,Nom,,,Ti,pathReportNumber
7100,17,Pathology,pathOrderPhysLicNo1,Path Order Phys Lic No 1,20,HL7,,Nom,,,Ti,physician
7101,17,Pathology,pathOrderPhysLicNo2,Path Order Phys Lic No 2,20,HL7,,Nom,,,Ti,physician
7102,17,Pathology,pathOrderPhysLicNo3,Path Order Phys Lic No 3,20,HL7,,Nom,,,Ti,physician
7103,17,Pathology,pathOrderPhysLicNo4,Path Order Phys Lic No 4,20,HL7,,Nom,,,Ti,physician
7104,17,Pathology,pathOrderPhysLicNo5,Path Order Phys Lic No 5,20,HL7,,Nom,,,Ti,physician
7190,17,Pathology,pathOrderingFacNo1,Path Ordering Fac No 1,25,HL7,,Nom,,,Ti,facility
7191,17,Pathology,pathOrderingFacNo2,Path Ordering Fac No 2,25,HL7,,Nom,,,Ti,facility
7192,17,Pathology,pathOrderingFacNo3,Path Ordering Fac No 3,25,HL7,,Nom,,,Ti,facility
7193,17,Pathology,pathOrderingFacNo4,Path Ordering Fac No 4,25,HL7,,Nom,,,Ti,facility
7194,17,Pathology,pathOrderingFacNo5,Path Ordering Fac No 5,25,HL7,,Nom,,,Ti,facility
7320,17,Pathology,pathDateSpecCollect1,Path Date Spec Collect 1,14,HL7,59853-2,Qn,,,D,
7321,17,Pathology,pathDateSpecCollect2,Path Date Spec Collect 2,14,HL7,59854-0,Qn,,,D,
7322,17,Pathology,pathDateSpecCollect3,Path Date Spec Collect 3,14,HL7,59855-7,Qn,,,D,
7323,17,Pathology,pathDateSpecCollect4,Path Date Spec Collect 4,14,HL7,59856-5,Qn,,,D,
7324,17,Pathology,pathDateSpecCollect5,Path Date Spec Collect 5,14,HL7,59857-3,Qn,,,D,
7480,17,Pathology,pathReportType1,Path Report Type 1,2,HL7,,Nom,,path_report_type,@,
7481,17,Pathology,pathReportType2,Path Report Type 2,2,HL7,,Nom,,path_report_type,@,
7482,17,Pathology,pathReportType3,Path Report Type 3,2,HL7,,Nom,,path_report_type,@,
7483,17,Pathology,pathReportType4,Path Report Type 4,2,HL7,,Nom,,path_report_type,@,
7484,17,Pathology,pathReportType5,Path Report Type 5,2,HL7,,Nom,,path_report_type,@,
