c_hlevel,c_fullname,c_basecode,c_name,c_visualattributes,m_applied_path,c_tooltip,c_synonym_cd,update_date,sourcesystem_cd,c_dimcode,c_operator,c_columndatatype,c_columnname,c_tablename,c_facttablecolumn
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 8\999\,CS|MelanomaGumOther|8:999,"999: Unknown if regional lymph nodes  involved clinically, not stated ",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 8\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 8\,CS|MelanomaGumOther|8:,"08: Extracapsular Extension Clinically, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 8\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\000\,CS|MelanomaGumOther|9:000,000: No regional lymph nodes involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\010\,CS|MelanomaGumOther|9:010,"010: Regional lymph node(s) involved pathologically, no extracapsular extension pathologically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\020\,CS|MelanomaGumOther|9:020,020: Regional lymph node(s) involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\030\,CS|MelanomaGumOther|9:030,030: Regional lymph node(s) involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\040\,CS|MelanomaGumOther|9:040,"040: Regional lymph node(s) involved pathologically, extracapsular extension pathologically, unknown if microscopic or macroscopic",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\050\,CS|MelanomaGumOther|9:050,"050: Regional lymph node(s) involved pathologically, unknown if extracapsular extension",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\988\,CS|MelanomaGumOther|9:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\997\,CS|MelanomaGumOther|9:997,"997: Histopathologic examination of regional lymph nodes performed, results not available",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\998\,CS|MelanomaGumOther|9:998,998: No histopathologic examination of regional lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\999\,CS|MelanomaGumOther|9:999,"999: Unknown if regional lymph nodes involved  pathologically, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\,CS|MelanomaGumOther|9:,"09: Extracapsular Extension Pathologically, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 9\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\000\,CS|MelanomaGumOther|10:000,000: Human papilloma virus (HPV) negative for high-risk and low-risk types,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\010\,CS|MelanomaGumOther|10:010,010: HPV positive for low-risk types only ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\020\,CS|MelanomaGumOther|10:020,020: HPV positive for specified high risk type(s) other than types 16 or 18,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\030\,CS|MelanomaGumOther|10:030,030: HPV positive for high-risk type 16 ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\040\,CS|MelanomaGumOther|10:040,040: HPV positive for high-risk type18 ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\050\,CS|MelanomaGumOther|10:050,050: HPV positive for high-risk types16 AND 18,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\060\,CS|MelanomaGumOther|10:060,"060: HPV positive for high-risk type(s), NOS, high-risk type(s) not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\060\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\070\,CS|MelanomaGumOther|10:070,"070: HPV positive, NOS, risk and type(s) not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\070\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\988\,CS|MelanomaGumOther|10:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\997\,CS|MelanomaGumOther|10:997,"997: Test ordered, results not in chart",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\998\,CS|MelanomaGumOther|10:998,"998: Test not done (test was not ordered and was not performed), including no pathologic specimen available for HPV testing",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\999\,CS|MelanomaGumOther|10:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\,CS|MelanomaGumOther|10:,10: Human Papilloma Virus (HPV) Status,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 10\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\000\,CS|MelanomaGumOther|11:000,000: No mass/tumor found,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\980\,CS|MelanomaGumOther|11:980,980: 98.0 mm or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\987\,CS|MelanomaGumOther|11:987,987: Not applicable:  In situ carcinoma,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\987\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\988\,CS|MelanomaGumOther|11:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\990\,CS|MelanomaGumOther|11:990,990: Microinvasion ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\998\,CS|MelanomaGumOther|11:998,998: No surgical specimen from primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\999\,CS|MelanomaGumOther|11:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\,CS|MelanomaGumOther|11:,11: Measured Thickness (Depth),FAE,@,"b'00.1 - 97.9 millimeters (mm) (Exact thickness in tenths of mm)   Examples:      001    0.1 mm      010    1 mm     042    4.2 mm      100    10 mm, 1 cm      103    10.3 mm'",N,,,\i2b2\naaccr\csterms\MelanomaGumOther\CS Site-Specific Factor 11\,like,@,concept_path,concept_dimension,concept_cd
3,\i2b2\naaccr\csterms\PharynxOther\,,"Pharynx, NOS, and Overlapping Lesion of Lip, Oral Cavity, and Pharynx (excluding Malignant Melanoma)",FAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\000\,CS|PharynxOther|1:000,000: No involved regional nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\980\,CS|PharynxOther|1:980,980: 980 mms or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\988\,CS|PharynxOther|1:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\989\,CS|PharynxOther|1:989,989: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\989\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\990\,CS|PharynxOther|1:990,990: Microscopic focus or foci only and no size of focus given,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\991\,CS|PharynxOther|1:991,"991: Described as ""less than 1centimeter (cm)""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\991\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\992\,CS|PharynxOther|1:992,"992: Described as ""less than 2cm"" or ""greater than 1cm"" or ""between 1cm and 2cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\992\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\993\,CS|PharynxOther|1:993,"993: Described as ""less than 3cm"" or ""greater than 2cm"" or ""between 2cm and 3cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\993\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\994\,CS|PharynxOther|1:994,"994: Described as ""less than 4cm"" or ""greater than 3cm"" or ""between 3cm and 4cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\994\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\995\,CS|PharynxOther|1:995,"995: Described as ""less than 5cm"" or ""greater than 4cm"" or ""between 4cm and 5cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\995\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\996\,CS|PharynxOther|1:996,"996: Described as ""less than 6cm"" or ""greater than 5cm"" or ""between 5cm and 6cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\996\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\997\,CS|PharynxOther|1:997,"997: Described as ""more than 6cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\999\,CS|PharynxOther|1:999,"999: Regional lymph node(s) involved, size not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\,CS|PharynxOther|1:,01: Size of Lymph Nodes,FAE,@,b'001 - 979 millimeters (mm) (Exact size of lymph node to nearest mm)',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 1\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\000\,CS|PharynxOther|2:000,000: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\001\,CS|PharynxOther|2:001,001: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\005\,CS|PharynxOther|2:005,005: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\005\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\888\,CS|PharynxOther|2:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\987\,CS|PharynxOther|2:987,987: OBSOLETE DATA CONVERTED AND RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\987\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\988\,CS|PharynxOther|2:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\999\,CS|PharynxOther|2:999,999: OBSOLETE DATA RETAINED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\,CS|PharynxOther|2:,"02: OBSOLETE - Extracapsular Extension, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 2\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\000\,CS|PharynxOther|3:000,"000: No involvement in Levels I, II, or III lymph nodes",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\100\,CS|PharynxOther|3:100,100: Level I lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\010\,CS|PharynxOther|3:010,010: Level II lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\001\,CS|PharynxOther|3:001,001: Level III lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\110\,CS|PharynxOther|3:110,110: Levels I and II lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\101\,CS|PharynxOther|3:101,101: Levels I and III lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\011\,CS|PharynxOther|3:011,011: Levels II and III lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\111\,CS|PharynxOther|3:111,"111: Levels I, II and III lymph nodes involved",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\988\,CS|PharynxOther|3:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\999\,CS|PharynxOther|3:999,"999: Unknown if regional lymph nodes  involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\,CS|PharynxOther|3:,"03: Levels I-III, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 3\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\000\,CS|PharynxOther|4:000,000: No involvement in Levels IV or V or retropharyngeal lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\100\,CS|PharynxOther|4:100,100: Level IV lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\010\,CS|PharynxOther|4:010,010: Level V lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\001\,CS|PharynxOther|4:001,001: Retropharyngeal nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\110\,CS|PharynxOther|4:110,110: Levels IV and V lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\101\,CS|PharynxOther|4:101,101: Levels IV and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\011\,CS|PharynxOther|4:011,011: Levels V and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\111\,CS|PharynxOther|4:111,111: Levels IV and V and retropharyngeal lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\988\,CS|PharynxOther|4:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\999\,CS|PharynxOther|4:999,"999: Unknown if regional lymph nodes involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\,CS|PharynxOther|4:,04: Levels IV-V and Retropharyngeal Lymph Nodes for Head and Neck,FAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 4\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\000\,CS|PharynxOther|5:000,000: No involvement in Levels VI or VII or facial lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\100\,CS|PharynxOther|5:100,100: Level VI lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\010\,CS|PharynxOther|5:010,010: Level VII lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\001\,CS|PharynxOther|5:001,001: Facial lymph node(s) involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\001\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\110\,CS|PharynxOther|5:110,110: Levels VI and VII lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\110\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\101\,CS|PharynxOther|5:101,101: Levels VI and facial lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\011\,CS|PharynxOther|5:011,011: Levels VII and facial lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\111\,CS|PharynxOther|5:111,111: Levels VI and VII and facial lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\988\,CS|PharynxOther|5:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\999\,CS|PharynxOther|5:999,"999: Unknown if regional lymph node(s) involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\PharynxOther\CS Site-Specific Factor 5\999\,like,@,concept_path,concept_dimension,concept_cd
